183;N/A;Hunt 2 Bulldrome;Guild;;6;17;50;;6480z;;N/A;0
184;N/A;Slay 20 Jaggi;Guild;;6;17;50;;4800z;;N/A;0
185;N/A;Slay 50 Bnahabra;Guild;;6;6;50;;4800z;;N/A;0
186;N/A;Hunt 2 Great Jaggi (Key Quest);Guild;;6;13;50;;6480z;;N/A;0
187;N/A;Hunt Barroth (Key Quest);Guild;;6;2;50;;6600z;;N/A;0
188;N/A;Hunt 2 Barroth;Guild;;6;2;50;;7800z;;N/A;0
189;N/A;Hunt Bulldrome;Guild;;6;3;50;;5400z;;N/A;0
190;N/A;Hunt Arzuros;Guild;;6;3;50;;5400z;;N/A;0
191;N/A;Hunt 2 Great Wroggi;Guild;;6;18;50;;6480z;;N/A;0
192;N/A;Hunt Purple Ludroth;Guild;;6;3;50;;7200z;;N/A;0
193;N/A;Hunt Royal Ludroth and Purple Ludroth;Guild;;6;18;50;;7800z;;N/A;0
194;N/A;Slay 20 Wroggi;Guild;;6;3;50;;4800z;;N/A;0
195;N/A;Hunt Great Jaggi;Guild;;6;1;50;;5400z;;N/A;0
196;N/A;Hunt Royal Ludroth;Guild;;6;1;50;;6600z;;N/A;0
197;N/A;Hunt Purple Ludroth (Key Quest);Guild;;6;14;50;;7200z;;N/A;0
198;N/A;Slay 15 Ludroth;Guild;;6;14;50;;4800z;;N/A;0
199;N/A;Hunt Qurupeco (Key Quest);Guild;;6;14;50;;6000z;;N/A;0
200;N/A;Slay 20 Rhenoplos;Guild;;6;8;50;;4800z;;N/A;0
201;N/A;Deliver Paw Pass Ticket;Guild;;7;15;50;;12z;;N/A;0
202;N/A;Deliver Paw Pass Ticket;Guild;;7;16;50;;12z;;N/A;0
203;N/A;Hunt Nargacuga;Guild;;7;17;50;;9000z;;N/A;0
204;N/A;Hunt Rathian;Guild;;7;6;50;;8400z;;N/A;0
205;N/A;Hunt Volvidon;Guild;;7;13;50;;7200z;;N/A;0
206;N/A;Hunt Nibelsnarf;Guild;;7;13;50;;7800z;;N/A;0
207;N/A;Hunt 2 Nibelsnarf (Key Quest);Guild;;7;2;50;;11700z;;N/A;0
208;N/A;Hunt Sand Barioth (Key Quest);Guild;;7;2;50;;9600z;;N/A;0
209;N/A;Hunt Qurupeco;Guild;;7;2;50;;6000z;;N/A;0
210;N/A;Hunt Green Nargacuga (Key Quest);Guild;;7;18;50;;9600z;;N/A;0
211;N/A;Hunt Crimson Qurupeco;Guild;;7;3;50;;7200z;;N/A;0
212;N/A;Hunt Rathian;Guild;;7;14;50;;8400z;;N/A;0
213;N/A;Hunt Rathalos;Guild;;7;1;50;;9600z;;N/A;0
214;N/A;Hunt Green Nargacuga;Guild;;7;1;50;;9600z;;N/A;0
215;N/A;Slay 25 Jaggia;Guild;;7;14;50;;900z;;N/A;0
216;N/A;Hunt Great Baggi and Lagombi;Guild;;7;4;50;;9360z;;N/A;0
217;N/A;Hunt Gigginox;Guild;;7;4;50;;7800z;;N/A;0
218;N/A;Hunt Baleful Gigginox (Key Quest);Guild;;7;4;50;;8400z;;N/A;0
219;N/A;Hunt Gigginox and Baleful Gigginox;Guild;;7;15;50;;12000z;;N/A;0
220;N/A;Hunt Barioth;Guild;;7;4;50;;9000z;;N/A;0
221;N/A;Hunt Jade Barroth;Guild;;7;4;50;;7200z;;N/A;0
222;N/A;Hunt Barioth and Jade Barroth;Guild;;7;15;50;;12000z;;N/A;0
223;N/A;Slay 20 Baggi;Guild;;7;4;50;;6000z;;N/A;0
224;N/A;Hunt Volvidon and Great Wroggi;Guild;;7;5;50;;9900z;;N/A;0
225;N/A;Hunt Uragaan;Guild;;7;5;50;;9600z;;N/A;0
226;N/A;Hunt Rathalos (Key Quest);Guild;;7;5;50;;9600z;;N/A;0
227;N/A;Hunt Steel Uragaan (Key Quest);Guild;;7;16;50;;10200z;;N/A;0
228;N/A;Hunt Uragaan and Steel Uragaan;Guild;;7;5;50;;14400z;;N/A;0
229;N/A;Slay 15 Uroktor;Guild;;7;16;50;;6000z;;N/A;0
230;N/A;Slay 25 Jaggi;Guild;;7;8;50;;6000z;;N/A;0
231;N/A;Hunt 3 Nargacuga;Guild;;7;6;50;;10200z;;N/A;0
232;N/A;Hunt Royal Ludroth, 2 Arzuros and Green Nargacuga;Guild;;7;1;50;;13200z;;N/A;0
233;N/A;Hunt Barroth, 2 Volvidon and Sand Barioth;Guild;;7;1;50;;15300z;;N/A;0
234;N/A;Hunt Barioth, 2 Lagombi and Baleful Gigginox;Guild;;7;15;50;;14700z;;N/A;0
235;N/A;Hunt Steel Uragaan,Great Wroggi and Rathalos;Guild;;7;16;50;;15900z;;N/A;0
236;N/A;Hunt Two Zinogre;Guild;;8;17;50;;14400z;;N/A;0
237;N/A;Hunt Duramboros (Key Quest);Guild;;8;17;50;;10200z;;N/A;0
238;N/A;Hunt Nargacuga and Duramboros;Guild;;8;6;50;;14400z;;N/A;0
239;N/A;Hunt Gold Rathian;Guild;;8;6;50;;9600z;;N/A;0
240;N/A;Hunt Silver Rathalos;Guild;;8;6;50;;10800z;;N/A;0
241;N/A;Hunt Gold Rathian and Silver Rathalos;Guild;;8;17;50;;18000z;;N/A;0
242;N/A;Hunt Diablos;Guild;;8;2;50;;10800z;;N/A;0
243;N/A;Hunt Black Diablos (Key Quest);Guild;;8;13;50;;11400z;;N/A;0
244;N/A;Hunt Diablos and Black Diablos;Guild;;8;2;50;;16200z;;N/A;0
245;N/A;Hunt Tigrex and Brute Tigrex;Guild;;8;13;50;;16200z;;N/A;0
246;N/A;Hunt Black Diablos and Sand Barioth;Guild;;8;13;50;;15600z;;N/A;0
247;N/A;Hunt 2 Duramboros;Guild;;8;3;50;;15300z;;N/A;0
248;N/A;Hunt Nargacuga and Green Nargacuga;Guild;;8;18;50;;13800z;;N/A;0
249;N/A;Hunt Green Nargacuga and Purple Ludroth;Guild;;8;3;50;;12600z;;N/A;0
250;N/A;Hunt Rathalos and Rathian (Key Quest);Guild;;8;14;50;;15000z;;N/A;0
251;N/A;Hunt Deviljho;Guild;;8;14;50;;12000z;;N/A;0
252;N/A;Hunt Zinogre;Guild;;8;1;50;;9600z;;N/A;0
253;N/A;Hunt Tigrex;Guild;;8;4;50;;10800z;;N/A;0
254;N/A;Hunt Deviljho (Key Quest);Guild;;8;15;50;;12000z;;N/A;0
255;N/A;Hunt Glacial Agnaktor (Key Quest);Guild;;8;4;50;;10800z;;N/A;0
256;N/A;Hunt Baleful Gigginox and Glacial Agnaktor;Guild;;8;15;50;;14400z;;N/A;0
257;N/A;Hunt Agnaktor;Guild;;8;5;50;;10200z;;N/A;0
258;N/A;Hunt 2 Agnaktor;Guild;;8;16;50;;15300z;;N/A;0
259;N/A;Hunt Brute Tigrex (Key Quest);Guild;;8;5;50;;11400z;;N/A;0
260;N/A;Hunt Steel Uragaan and Brute Tigrex;Guild;;8;16;50;;16200z;;N/A;0
261;N/A;Hunt Crimson Qurupeco;Guild;;8;5;50;;7200z;;N/A;0
262;N/A;Hunt as many Qurupeco as you like! (2 Minimum);Guild;;8;17;50;;7200z;;N/A;0
263;N/A;Hunt Great Jaggi, Rathian, and Zinogre;Guild;;8;17;50;;14400z;;N/A;0
264;N/A;Hunt Great Baggi, Jade Barroth, and Glacial Agnaktor;Guild;;8;4;50;;15600z;;N/A;0
265;N/A;Hunt Nibelsnarf, Diablos, and Brute Tigrex;Guild;;8;2;50;;18000z;;N/A;0
266;N/A;Hunt Nargacuga, Purple Ludroth, and Duramboros;Guild;;8;18;50;;16800z;;N/A;0
267;N/A;Hunt Uragaan and Deviljho;Guild;;8;5;50;;18000z;;N/A;0
268;N/A;Hunt Gigginox, Tigrex, and Duramboros;Guild;;8;8;50;;19200z;;N/A;0
269;N/A;Hunt Purple Ludroth, Baleful Gigginox, Agnaktor, and Jade Barroth;Guild;;8;8;50;;20400z;;N/A;0
270;N/A;Hunt Black Diablos, Glacial Agnaktor, Brute Tigrex, and Zinogre;Guild;;8;8;50;;21600z;;N/A;0
271;N/A;Hunt Akantor;Guild;;8;9;50;;38400z;;N/A;0
272;N/A;Hunt Ukanlos;Guild;;8;10;50;;38400z;;N/A;0
273;N/A;Hunt Alatreon;Guild;;8;19;50;;38400z;;N/A;0
274;N/A;Hunt Jhen Mohran;Guild;;8;7;50;;24000z;;N/A;0
275;N/A;Hunt Amatsu;Guild;;8;11;50;;36000z;;N/A;0
;;;;;;;;;N/A;0;;
